employment_income,deducts,amt0,amt1,amt2,amt3,amt4,amt5,amt6,amt7
200000.0,142000.0,7281.0,7678.0,7980.0,8283.0,8586.0,8888.0,9143.0,9381.0
200000.0,142500.0,7315.0,7712.0,8014.0,8317.0,8620.0,8922.0,9170.0,9408.0
200000.0,143000.0,7349.0,7746.0,8048.0,8351.0,8654.0,8956.0,9197.0,9435.0
200000.0,143500.0,7383.0,7780.0,8082.0,8385.0,8688.0,8986.0,9224.0,9462.0
200000.0,144000.0,7417.0,7814.0,8116.0,8419.0,8722.0,9012.0,9250.0,9488.0
200000.0,144500.0,7451.0,7848.0,8150.0,8453.0,8756.0,9039.0,9277.0,9515.0
200000.0,145000.0,7485.0,7882.0,8184.0,8487.0,8790.0,9066.0,9304.0,9542.0
200000.0,145500.0,7519.0,7916.0,8218.0,8521.0,8824.0,9093.0,9331.0,9569.0
200000.0,146000.0,7553.0,7950.0,8252.0,8555.0,8858.0,9119.0,9357.0,9595.0
200000.0,146500.0,7587.0,7984.0,8286.0,8589.0,8892.0,9146.0,9384.0,9622.0
200000.0,147000.0,7621.0,8018.0,8320.0,8623.0,8926.0,9173.0,9411.0,9649.0
200000.0,147500.0,7655.0,8052.0,8354.0,8657.0,8960.0,9200.0,9438.0,9676.0
200000.0,148000.0,7689.0,8086.0,8388.0,8691.0,8988.0,9226.0,9464.0,9702.0
200000.0,148500.0,7723.0,8120.0,8422.0,8725.0,9015.0,9253.0,9491.0,9729.0
200000.0,149000.0,7757.0,8154.0,8456.0,8759.0,9042.0,9280.0,9518.0,9756.0
200000.0,149500.0,7791.0,8188.0,8490.0,8793.0,9068.0,9307.0,9545.0,9783.0
200000.0,150000.0,7825.0,8222.0,8524.0,8827.0,9095.0,9333.0,9571.0,9809.0
200000.0,150500.0,7859.0,8256.0,8558.0,8861.0,9122.0,9360.0,9598.0,9836.0
200000.0,151000.0,7893.0,8290.0,8592.0,8895.0,9149.0,9387.0,9625.0,9863.0
200000.0,151500.0,7927.0,8324.0,8626.0,8929.0,9175.0,9414.0,9652.0,9890.0
200000.0,152000.0,7961.0,8358.0,8660.0,8963.0,9202.0,9440.0,9678.0,9916.0
200000.0,152500.0,7995.0,8392.0,8694.0,8991.0,9229.0,9467.0,9705.0,9943.0
200000.0,153000.0,8029.0,8426.0,8728.0,9018.0,9256.0,9494.0,9732.0,9970.0
200000.0,153500.0,8063.0,8460.0,8762.0,9044.0,9282.0,9521.0,9759.0,9997.0
200000.0,154000.0,8097.0,8494.0,8796.0,9071.0,9309.0,9547.0,9785.0,10023.0
200000.0,154500.0,8131.0,8528.0,8830.0,9098.0,9336.0,9574.0,9812.0,10050.0
200000.0,155000.0,8165.0,8562.0,8864.0,9125.0,9363.0,9601.0,9839.0,10077.0
200000.0,155500.0,8199.0,8596.0,8898.0,9151.0,9389.0,9628.0,9866.0,10104.0
200000.0,156000.0,8233.0,8630.0,8932.0,9178.0,9416.0,9654.0,9892.0,10130.0
200000.0,156500.0,8267.0,8664.0,8966.0,9205.0,9443.0,9681.0,9919.0,10157.0
200000.0,157000.0,8301.0,8698.0,8994.0,9232.0,9470.0,9708.0,9946.0,10184.0
200000.0,157500.0,8335.0,8732.0,9020.0,9258.0,9496.0,9735.0,9973.0,10211.0
200000.0,158000.0,8369.0,8766.0,9047.0,9285.0,9523.0,9761.0,9999.0,10237.0
200000.0,158500.0,8403.0,8800.0,9074.0,9312.0,9550.0,9788.0,10026.0,10264.0
200000.0,159000.0,8437.0,8834.0,9101.0,9339.0,9577.0,9815.0,10053.0,10291.0
200000.0,159500.0,8471.0,8868.0,9127.0,9365.0,9603.0,9842.0,10080.0,10318.0
200000.0,160000.0,8505.0,8902.0,9154.0,9392.0,9630.0,9868.0,10106.0,10344.0
200000.0,160500.0,8539.0,8936.0,9181.0,9419.0,9657.0,9895.0,10133.0,10371.0
200000.0,161000.0,8573.0,8969.0,9208.0,9446.0,9684.0,9922.0,10160.0,10398.0
200000.0,161500.0,8607.0,8996.0,9234.0,9472.0,9710.0,9949.0,10187.0,10425.0
200000.0,162000.0,8641.0,9023.0,9261.0,9499.0,9737.0,9975.0,10213.0,10451.0
200000.0,162500.0,8675.0,9050.0,9288.0,9526.0,9764.0,10002.0,10240.0,10478.0
200000.0,163000.0,8709.0,9076.0,9315.0,9553.0,9791.0,10029.0,10267.0,10505.0
200000.0,163500.0,8743.0,9103.0,9341.0,9579.0,9817.0,10056.0,10294.0,10532.0
200000.0,164000.0,8777.0,9130.0,9368.0,9606.0,9844.0,10082.0,10320.0,10558.0
200000.0,164500.0,8811.0,9157.0,9395.0,9633.0,9871.0,10109.0,10347.0,10585.0
200000.0,165000.0,8845.0,9183.0,9422.0,9660.0,9898.0,10136.0,10374.0,10612.0
200000.0,165500.0,8879.0,9210.0,9448.0,9686.0,9924.0,10163.0,10401.0,10639.0
200000.0,166000.0,8913.0,9237.0,9475.0,9713.0,9951.0,10189.0,10427.0,10665.0
200000.0,166500.0,8947.0,9264.0,9502.0,9740.0,9978.0,10216.0,10454.0,10692.0
200000.0,167000.0,8981.0,9290.0,9529.0,9767.0,10005.0,10243.0,10481.0,10719.0
200000.0,167500.0,9015.0,9317.0,9555.0,9793.0,10031.0,10270.0,10508.0,10746.0
200000.0,168000.0,9049.0,9344.0,9582.0,9820.0,10058.0,10296.0,10534.0,10772.0
200000.0,168500.0,9083.0,9371.0,9609.0,9847.0,10085.0,10323.0,10561.0,10799.0
200000.0,169000.0,9117.0,9397.0,9636.0,9874.0,10112.0,10350.0,10588.0,10818.0
200000.0,169500.0,9151.0,9424.0,9662.0,9900.0,10138.0,10377.0,10615.0,10818.0
200000.0,170000.0,9185.0,9451.0,9689.0,9927.0,10165.0,10403.0,10641.0,10818.0
200000.0,170500.0,9219.0,9478.0,9716.0,9954.0,10192.0,10430.0,10668.0,10818.0
200000.0,171000.0,9253.0,9504.0,9743.0,9981.0,10219.0,10457.0,10695.0,10818.0
200000.0,171500.0,9287.0,9531.0,9769.0,10007.0,10245.0,10484.0,10722.0,10818.0
200000.0,172000.0,9320.0,9558.0,9796.0,10034.0,10272.0,10510.0,10748.0,10818.0
200000.0,172500.0,9347.0,9585.0,9823.0,10061.0,10299.0,10537.0,10775.0,10818.0
200000.0,173000.0,9373.0,9611.0,9850.0,10088.0,10326.0,10564.0,10802.0,10818.0
200000.0,173500.0,9400.0,9638.0,9876.0,10114.0,10352.0,10591.0,10818.0,10818.0
200000.0,174000.0,9427.0,9665.0,9903.0,10141.0,10379.0,10617.0,10818.0,10818.0
200000.0,174500.0,9454.0,9692.0,9930.0,10168.0,10406.0,10644.0,10818.0,10818.0
200000.0,175000.0,9480.0,9718.0,9957.0,10195.0,10433.0,10671.0,10818.0,10818.0
200000.0,175500.0,9507.0,9745.0,9983.0,10221.0,10459.0,10698.0,10818.0,10818.0
200000.0,176000.0,9534.0,9772.0,10010.0,10248.0,10486.0,10724.0,10818.0,10818.0
200000.0,176500.0,9561.0,9799.0,10037.0,10275.0,10513.0,10751.0,10818.0,10818.0
200000.0,177000.0,9587.0,9825.0,10064.0,10302.0,10540.0,10778.0,10818.0,10818.0
200000.0,177500.0,9614.0,9852.0,10090.0,10328.0,10566.0,10805.0,10818.0,10818.0
200000.0,178000.0,9641.0,9879.0,10117.0,10355.0,10593.0,10818.0,10818.0,10818.0
200000.0,178500.0,9668.0,9906.0,10144.0,10382.0,10620.0,10818.0,10818.0,10818.0
200000.0,179000.0,9694.0,9932.0,10171.0,10409.0,10647.0,10818.0,10818.0,10818.0
200000.0,179500.0,9721.0,9959.0,10197.0,10435.0,10673.0,10818.0,10818.0,10818.0
200000.0,180000.0,9748.0,9986.0,10224.0,10462.0,10700.0,10818.0,10818.0,10818.0
200000.0,180500.0,9775.0,10013.0,10251.0,10489.0,10727.0,10818.0,10818.0,10818.0
200000.0,181000.0,9801.0,10039.0,10278.0,10516.0,10754.0,10818.0,10818.0,10818.0
200000.0,181500.0,9828.0,10066.0,10304.0,10542.0,10780.0,10818.0,10818.0,10818.0
200000.0,182000.0,9855.0,10093.0,10331.0,10569.0,10807.0,10818.0,10818.0,10818.0
200000.0,182500.0,9882.0,10120.0,10358.0,10596.0,10818.0,10818.0,10818.0,10818.0
200000.0,183000.0,9908.0,10146.0,10385.0,10623.0,10818.0,10818.0,10818.0,10818.0
200000.0,183500.0,9935.0,10173.0,10411.0,10649.0,10818.0,10818.0,10818.0,10818.0
200000.0,184000.0,9962.0,10200.0,10438.0,10676.0,10818.0,10818.0,10818.0,10818.0
200000.0,184500.0,9989.0,10227.0,10465.0,10703.0,10818.0,10818.0,10818.0,10818.0
200000.0,185000.0,10015.0,10253.0,10492.0,10730.0,10818.0,10818.0,10818.0,10818.0
200000.0,185500.0,10042.0,10280.0,10518.0,10756.0,10818.0,10818.0,10818.0,10818.0
200000.0,186000.0,10069.0,10307.0,10545.0,10783.0,10818.0,10818.0,10818.0,10818.0
200000.0,186500.0,10096.0,10334.0,10572.0,10810.0,10818.0,10818.0,10818.0,10818.0
200000.0,187000.0,10122.0,10360.0,10599.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,187500.0,10149.0,10387.0,10625.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,188000.0,10176.0,10414.0,10652.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,188500.0,10203.0,10441.0,10679.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,189000.0,10229.0,10467.0,10706.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,189500.0,10256.0,10494.0,10732.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,190000.0,10283.0,10521.0,10759.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,190500.0,10310.0,10548.0,10786.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,191000.0,10336.0,10574.0,10813.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,191500.0,10363.0,10601.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,192000.0,10390.0,10628.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,192500.0,10417.0,10655.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,193000.0,10443.0,10681.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,193500.0,10470.0,10708.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,194000.0,10497.0,10735.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,194500.0,10524.0,10762.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,195000.0,10550.0,10788.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,195500.0,10577.0,10815.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,196000.0,10604.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,196500.0,10631.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,197000.0,10657.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,197500.0,10684.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,198000.0,10711.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,198500.0,10738.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,199000.0,10764.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,199500.0,10791.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
200000.0,200000.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0,10818.0
