employment_income,amt_minus_basic_0,amt_minus_basic_1,amt_minus_basic_2,amt_minus_basic_3,amt_minus_basic_4,amt_minus_basic_5,amt_minus_basic_6,amt_minus_basic_7
538000.0,-39323.938,-37612.3,-37612.3,-37612.3,-37612.3,-37612.3,-37612.3,-37612.3
540000.0,-39526.848,-37815.21,-37815.21,-37815.21,-37815.21,-37815.21,-37815.21,-37815.21
542000.0,-39729.758,-38018.12,-38018.12,-38018.12,-38018.12,-38018.12,-38018.12,-38018.12
544000.0,-39932.668,-38221.03,-38221.03,-38221.03,-38221.03,-38221.03,-38221.03,-38221.03
546000.0,-40135.58,-38423.94,-38423.94,-38423.94,-38423.94,-38423.94,-38423.94,-38423.94
548000.0,-40338.49,-38626.85,-38626.85,-38626.85,-38626.85,-38626.85,-38626.85,-38626.85
550000.0,-40541.4,-38829.76,-38829.76,-38829.76,-38829.76,-38829.76,-38829.76,-38829.76
552000.0,-40744.31,-39032.67,-39032.67,-39032.67,-39032.67,-39032.67,-39032.67,-39032.67
554000.0,-40947.22,-39235.582,-39235.582,-39235.582,-39235.582,-39235.582,-39235.582,-39235.582
556000.0,-41150.13,-39438.492,-39438.492,-39438.492,-39438.492,-39438.492,-39438.492,-39438.492
558000.0,-41353.04,-39641.402,-39641.402,-39641.402,-39641.402,-39641.402,-39641.402,-39641.402
560000.0,-41555.945,-39844.312,-39844.312,-39844.312,-39844.312,-39844.312,-39844.312,-39844.312
562000.0,-41758.855,-40047.223,-40047.223,-40047.223,-40047.223,-40047.223,-40047.223,-40047.223
564000.0,-41961.766,-40250.133,-40250.133,-40250.133,-40250.133,-40250.133,-40250.133,-40250.133
566000.0,-42164.676,-40453.043,-40453.043,-40453.043,-40453.043,-40453.043,-40453.043,-40453.043
568000.0,-42367.586,-40655.953,-40655.953,-40655.953,-40655.953,-40655.953,-40655.953,-40655.953
570000.0,-42570.496,-40858.863,-40858.863,-40858.863,-40858.863,-40858.863,-40858.863,-40858.863
572000.0,-42773.406,-41061.773,-41061.773,-41061.773,-41061.773,-41061.773,-41061.773,-41061.773
574000.0,-42976.316,-41264.684,-41264.684,-41264.684,-41264.684,-41264.684,-41264.684,-41264.684
576000.0,-43179.227,-41467.594,-41467.594,-41467.594,-41467.594,-41467.594,-41467.594,-41467.594
578000.0,-43382.137,-41670.504,-41670.504,-41670.504,-41670.504,-41670.504,-41670.504,-41670.504
580000.0,-43585.047,-41873.414,-41873.414,-41873.414,-41873.414,-41873.414,-41873.414,-41873.414
582000.0,-43787.957,-42076.32,-42076.32,-42076.32,-42076.32,-42076.32,-42076.32,-42076.32
584000.0,-43990.867,-42279.23,-42279.23,-42279.23,-42279.23,-42279.23,-42279.23,-42279.23
586000.0,-44193.777,-42482.14,-42482.14,-42482.14,-42482.14,-42482.14,-42482.14,-42482.14
588000.0,-44396.688,-42685.05,-42685.05,-42685.05,-42685.05,-42685.05,-42685.05,-42685.05
590000.0,-44599.598,-42887.96,-42887.96,-42887.96,-42887.96,-42887.96,-42887.96,-42887.96
592000.0,-44802.508,-43090.87,-43090.87,-43090.87,-43090.87,-43090.87,-43090.87,-43090.87
594000.0,-45005.418,-43293.78,-43293.78,-43293.78,-43293.78,-43293.78,-43293.78,-43293.78
596000.0,-45208.33,-43496.69,-43496.69,-43496.69,-43496.69,-43496.69,-43496.69,-43496.69
598000.0,-45411.24,-43699.6,-43699.6,-43699.6,-43699.6,-43699.6,-43699.6,-43699.6
600000.0,-45614.15,-43902.51,-43902.51,-43902.51,-43902.51,-43902.51,-43902.51,-43902.51
